wbid,term,found
WBGene00018578,Z4.a WBbt:0007025,1.0
WBGene00012020,Z4.a WBbt:0007025,1.0
WBGene00000797,Z4.a WBbt:0007025,1.0
WBGene00016796,Z4.a WBbt:0007025,1.0
WBGene00012698,Z4.a WBbt:0007025,1.0
WBGene00010617,Z4.a WBbt:0007025,1.0
WBGene00003981,Z4.a WBbt:0007025,1.0
WBGene00017584,Z4.a WBbt:0007025,1.0
WBGene00012716,Z4.a WBbt:0007025,1.0
WBGene00018585,Z4.a WBbt:0007025,1.0
WBGene00018830,Z4.a WBbt:0007025,1.0
WBGene00021945,Z4.a WBbt:0007025,1.0
WBGene00022488,Z4.a WBbt:0007025,1.0
WBGene00017784,Z4.a WBbt:0007025,1.0
WBGene00021012,Z4.a WBbt:0007025,1.0
WBGene00003228,Psub2 WBbt:0006873,1.0
WBGene00004984,Psub2 WBbt:0006873,1.0
WBGene00003785,Psub2 WBbt:0006873,1.0
WBGene00004027,Psub2 WBbt:0006873,1.0
WBGene00000868,Psub2 WBbt:0006873,1.0
WBGene00001595,Psub2 WBbt:0006873,1.0
WBGene00003021,Psub2 WBbt:0006873,1.0
WBGene00009921,Psub2 WBbt:0006873,1.0
WBGene00003229,Psub2 WBbt:0006873,1.0
WBGene00003497,epithelial system WBbt:0005730,1.0
WBGene00014009,epithelial system WBbt:0005730,1.0
WBGene00003830,epithelial system WBbt:0005730,1.0
WBGene00009532,epithelial system WBbt:0005730,1.0
WBGene00003154,epithelial system WBbt:0005730,1.0
WBGene00020480,epithelial system WBbt:0005730,1.0
WBGene00010760,epithelial system WBbt:0005730,1.0
WBGene00045399,epithelial system WBbt:0005730,1.0
WBGene00007344,epithelial system WBbt:0005730,1.0
WBGene00001597,epithelial system WBbt:0005730,1.0
WBGene00009245,epithelial system WBbt:0005730,1.0
WBGene00016596,epithelial system WBbt:0005730,1.0
WBGene00011408,epithelial system WBbt:0005730,1.0
WBGene00002004,epithelial system WBbt:0005730,1.0
WBGene00010351,epithelial system WBbt:0005730,1.0
WBGene00004510,epithelial system WBbt:0005730,1.0
WBGene00013857,epithelial system WBbt:0005730,1.0
WBGene00002985,epithelial system WBbt:0005730,1.0
WBGene00003548,epithelial system WBbt:0005730,1.0
WBGene00005019,epithelial system WBbt:0005730,1.0
WBGene00007643,epithelial system WBbt:0005730,1.0
WBGene00000680,epithelial system WBbt:0005730,1.0
WBGene00003619,epithelial system WBbt:0005730,1.0
WBGene00020891,epithelial system WBbt:0005730,1.0
WBGene00044329,epithelial system WBbt:0005730,1.0
WBGene00023451,epithelial system WBbt:0005730,1.0
WBGene00009645,epithelial system WBbt:0005730,1.0
WBGene00000627,epithelial system WBbt:0005730,1.0
WBGene00001730,epithelial system WBbt:0005730,1.0
WBGene00000712,epithelial system WBbt:0005730,1.0
WBGene00006861,epithelial system WBbt:0005730,1.0
WBGene00000697,epithelial system WBbt:0005730,1.0
WBGene00018250,epithelial system WBbt:0005730,1.0
WBGene00003976,epithelial system WBbt:0005730,1.0
WBGene00022060,epithelial system WBbt:0005730,1.0
WBGene00017316,epithelial system WBbt:0005730,1.0
WBGene00001413,epithelial system WBbt:0005730,1.0
WBGene00015698,epithelial system WBbt:0005730,1.0
WBGene00015649,epithelial system WBbt:0005730,1.0
WBGene00016915,epithelial system WBbt:0005730,1.0
WBGene00009594,epithelial system WBbt:0005730,1.0
WBGene00009286,epithelial system WBbt:0005730,1.0
WBGene00018845,epithelial system WBbt:0005730,1.0
WBGene00016970,epithelial system WBbt:0005730,1.0
WBGene00021645,epithelial system WBbt:0005730,1.0
WBGene00015497,epithelial system WBbt:0005730,1.0
WBGene00015002,epithelial system WBbt:0005730,1.0
WBGene00020094,epithelial system WBbt:0005730,1.0
WBGene00013202,epithelial system WBbt:0005730,1.0
WBGene00008218,epithelial system WBbt:0005730,1.0
WBGene00015410,epithelial system WBbt:0005730,1.0
WBGene00014245,epithelial system WBbt:0005730,1.0
WBGene00012209,epithelial system WBbt:0005730,1.0
WBGene00009897,epithelial system WBbt:0005730,1.0
WBGene00013578,epithelial system WBbt:0005730,1.0
WBGene00021939,epithelial system WBbt:0005730,1.0
WBGene00011329,epithelial system WBbt:0005730,1.0
WBGene00021156,epithelial system WBbt:0005730,1.0
WBGene00007911,epithelial system WBbt:0005730,1.0
WBGene00010661,epithelial system WBbt:0005730,1.0
WBGene00016403,epithelial system WBbt:0005730,1.0
WBGene00015169,epithelial system WBbt:0005730,1.0
WBGene00016147,epithelial system WBbt:0005730,1.0
WBGene00015899,epithelial system WBbt:0005730,1.0
WBGene00017548,epithelial system WBbt:0005730,1.0
WBGene00016971,epithelial system WBbt:0005730,1.0
WBGene00000846,epithelial system WBbt:0005730,1.0
WBGene00012901,epithelial system WBbt:0005730,1.0
WBGene00016146,epithelial system WBbt:0005730,1.0
WBGene00000223,epithelial system WBbt:0005730,1.0
WBGene00015978,epithelial system WBbt:0005730,1.0
WBGene00006387,epithelial system WBbt:0005730,1.0
WBGene00022014,epithelial system WBbt:0005730,1.0
WBGene00004950,epithelial system WBbt:0005730,1.0
WBGene00016234,epithelial system WBbt:0005730,1.0
WBGene00008503,epithelial system WBbt:0005730,1.0
WBGene00014053,epithelial system WBbt:0005730,1.0
WBGene00002992,epithelial system WBbt:0005730,1.0
WBGene00004984,epithelial system WBbt:0005730,1.0
WBGene00011325,epithelial system WBbt:0005730,1.0
WBGene00022805,epithelial system WBbt:0005730,1.0
WBGene00011915,epithelial system WBbt:0005730,1.0
WBGene00017446,epithelial system WBbt:0005730,1.0
WBGene00007433,epithelial system WBbt:0005730,1.0
WBGene00008233,epithelial system WBbt:0005730,1.0
WBGene00019357,epithelial system WBbt:0005730,1.0
WBGene00001860,epithelial system WBbt:0005730,1.0
WBGene00015095,epithelial system WBbt:0005730,1.0
WBGene00008707,epithelial system WBbt:0005730,1.0
WBGene00006411,epithelial system WBbt:0005730,1.0
WBGene00009626,epithelial system WBbt:0005730,1.0
WBGene00017968,epithelial system WBbt:0005730,1.0
WBGene00010051,epithelial system WBbt:0005730,1.0
WBGene00015544,epithelial system WBbt:0005730,1.0
WBGene00001713,epithelial system WBbt:0005730,1.0
WBGene00011036,epithelial system WBbt:0005730,1.0
WBGene00015143,epithelial system WBbt:0005730,1.0
WBGene00017620,epithelial system WBbt:0005730,1.0
WBGene00044067,epithelial system WBbt:0005730,1.0
WBGene00019726,epithelial system WBbt:0005730,1.0
WBGene00003524,epithelial system WBbt:0005730,1.0
WBGene00021922,epithelial system WBbt:0005730,1.0
WBGene00003520,epithelial system WBbt:0005730,1.0
WBGene00013881,epithelial system WBbt:0005730,1.0
WBGene00020219,epithelial system WBbt:0005730,1.0
WBGene00020189,epithelial system WBbt:0005730,1.0
WBGene00010368,epithelial system WBbt:0005730,1.0
WBGene00013489,epithelial system WBbt:0005730,1.0
WBGene00003919,epithelial system WBbt:0005730,1.0
WBGene00015312,epithelial system WBbt:0005730,1.0
WBGene00000469,epithelial system WBbt:0005730,1.0
WBGene00019939,epithelial system WBbt:0005730,1.0
WBGene00018470,epithelial system WBbt:0005730,1.0
WBGene00006379,epithelial system WBbt:0005730,1.0
WBGene00019489,epithelial system WBbt:0005730,1.0
WBGene00016955,epithelial system WBbt:0005730,1.0
WBGene00008202,epithelial system WBbt:0005730,1.0
WBGene00010502,epithelial system WBbt:0005730,1.0
WBGene00007398,epithelial system WBbt:0005730,1.0
WBGene00020567,epithelial system WBbt:0005730,1.0
WBGene00001029,epithelial system WBbt:0005730,1.0
WBGene00045192,epithelial system WBbt:0005730,1.0
WBGene00014250,epithelial system WBbt:0005730,1.0
WBGene00006591,epithelial system WBbt:0005730,1.0
WBGene00009372,epithelial system WBbt:0005730,1.0
WBGene00001051,epithelial system WBbt:0005730,1.0
WBGene00206475,epithelial system WBbt:0005730,1.0
WBGene00019153,epithelial system WBbt:0005730,1.0
WBGene00000754,epithelial system WBbt:0005730,1.0
WBGene00009241,epithelial system WBbt:0005730,1.0
WBGene00019124,epithelial system WBbt:0005730,1.0
WBGene00016803,epithelial system WBbt:0005730,1.0
WBGene00006944,epithelial system WBbt:0005730,1.0
WBGene00015134,epithelial system WBbt:0005730,1.0
WBGene00019837,epithelial system WBbt:0005730,1.0
WBGene00013137,epithelial system WBbt:0005730,1.0
WBGene00010093,epithelial system WBbt:0005730,1.0
WBGene00001832,epithelial system WBbt:0005730,1.0
WBGene00000875,epithelial system WBbt:0005730,1.0
WBGene00003604,epithelial system WBbt:0005730,1.0
WBGene00022172,epithelial system WBbt:0005730,1.0
WBGene00004888,epithelial system WBbt:0005730,1.0
WBGene00000935,epithelial system WBbt:0005730,1.0
WBGene00021876,epithelial system WBbt:0005730,1.0
WBGene00006700,epithelial system WBbt:0005730,1.0
WBGene00010811,epithelial system WBbt:0005730,1.0
WBGene00016160,epithelial system WBbt:0005730,1.0
WBGene00007149,epithelial system WBbt:0005730,1.0
WBGene00020339,epithelial system WBbt:0005730,1.0
WBGene00000703,epithelial system WBbt:0005730,1.0
WBGene00000989,epithelial system WBbt:0005730,1.0
WBGene00012034,epithelial system WBbt:0005730,1.0
WBGene00010234,epithelial system WBbt:0005730,1.0
WBGene00045475,epithelial system WBbt:0005730,1.0
WBGene00011561,epithelial system WBbt:0005730,1.0
WBGene00011908,epithelial system WBbt:0005730,1.0
WBGene00019960,epithelial system WBbt:0005730,1.0
WBGene00008440,epithelial system WBbt:0005730,1.0
WBGene00004154,epithelial system WBbt:0005730,1.0
WBGene00003185,epithelial system WBbt:0005730,1.0
WBGene00021343,epithelial system WBbt:0005730,1.0
WBGene00016409,epithelial system WBbt:0005730,1.0
WBGene00018523,epithelial system WBbt:0005730,1.0
WBGene00003405,epithelial system WBbt:0005730,1.0
WBGene00010840,epithelial system WBbt:0005730,1.0
WBGene00000413,epithelial system WBbt:0005730,1.0
WBGene00006310,epithelial system WBbt:0005730,1.0
WBGene00009824,epithelial system WBbt:0005730,1.0
WBGene00004227,epithelial system WBbt:0005730,1.0
WBGene00015677,epithelial system WBbt:0005730,1.0
WBGene00011741,epithelial system WBbt:0005730,1.0
WBGene00008082,epithelial system WBbt:0005730,1.0
WBGene00002297,epithelial system WBbt:0005730,1.0
WBGene00018268,epithelial system WBbt:0005730,1.0
WBGene00015182,epithelial system WBbt:0005730,1.0
WBGene00010260,epithelial system WBbt:0005730,1.0
WBGene00009065,epithelial system WBbt:0005730,1.0
WBGene00003553,epithelial system WBbt:0005730,1.0
WBGene00000757,epithelial system WBbt:0005730,1.0
WBGene00004027,epithelial system WBbt:0005730,1.0
WBGene00013030,epithelial system WBbt:0005730,1.0
WBGene00018578,epithelial system WBbt:0005730,1.0
WBGene00001734,epithelial system WBbt:0005730,1.0
WBGene00008521,epithelial system WBbt:0005730,1.0
WBGene00013520,epithelial system WBbt:0005730,1.0
WBGene00011460,epithelial system WBbt:0005730,1.0
WBGene00000760,epithelial system WBbt:0005730,1.0
WBGene00016066,epithelial system WBbt:0005730,1.0
WBGene00003539,epithelial system WBbt:0005730,1.0
WBGene00012020,epithelial system WBbt:0005730,1.0
WBGene00021781,epithelial system WBbt:0005730,1.0
WBGene00002133,epithelial system WBbt:0005730,1.0
WBGene00010053,epithelial system WBbt:0005730,1.0
WBGene00010609,epithelial system WBbt:0005730,1.0
WBGene00004334,epithelial system WBbt:0005730,1.0
WBGene00000868,epithelial system WBbt:0005730,1.0
WBGene00017328,epithelial system WBbt:0005730,1.0
WBGene00013633,epithelial system WBbt:0005730,1.0
WBGene00004244,epithelial system WBbt:0005730,1.0
WBGene00016796,epithelial system WBbt:0005730,1.0
WBGene00016263,epithelial system WBbt:0005730,1.0
WBGene00003026,epithelial system WBbt:0005730,1.0
WBGene00011834,epithelial system WBbt:0005730,1.0
WBGene00017430,epithelial system WBbt:0005730,1.0
WBGene00010001,epithelial system WBbt:0005730,1.0
WBGene00013443,epithelial system WBbt:0005730,1.0
WBGene00004874,epithelial system WBbt:0005730,1.0
WBGene00003981,epithelial system WBbt:0005730,1.0
WBGene00019712,epithelial system WBbt:0005730,1.0
WBGene00014124,epithelial system WBbt:0005730,1.0
WBGene00012457,epithelial system WBbt:0005730,1.0
WBGene00012000,epithelial system WBbt:0005730,1.0
WBGene00000597,epithelial system WBbt:0005730,1.0
WBGene00012716,epithelial system WBbt:0005730,1.0
WBGene00020375,epithelial system WBbt:0005730,1.0
WBGene00007445,epithelial system WBbt:0005730,1.0
WBGene00022034,epithelial system WBbt:0005730,1.0
WBGene00000608,epithelial system WBbt:0005730,1.0
WBGene00004371,epithelial system WBbt:0005730,1.0
WBGene00013038,epithelial system WBbt:0005730,1.0
WBGene00003528,epithelial system WBbt:0005730,1.0
WBGene00013127,epithelial system WBbt:0005730,1.0
WBGene00012272,epithelial system WBbt:0005730,1.0
WBGene00005643,epithelial system WBbt:0005730,1.0
WBGene00011462,epithelial system WBbt:0005730,1.0
WBGene00009081,epithelial system WBbt:0005730,1.0
WBGene00020651,epithelial system WBbt:0005730,1.0
WBGene00001695,epithelial system WBbt:0005730,1.0
WBGene00003021,epithelial system WBbt:0005730,1.0
WBGene00002180,epithelial system WBbt:0005730,1.0
WBGene00013549,epithelial system WBbt:0005730,1.0
WBGene00021945,epithelial system WBbt:0005730,1.0
WBGene00022488,epithelial system WBbt:0005730,1.0
WBGene00008993,epithelial system WBbt:0005730,1.0
WBGene00006483,epithelial system WBbt:0005730,1.0
WBGene00009921,epithelial system WBbt:0005730,1.0
WBGene00017923,epithelial system WBbt:0005730,1.0
WBGene00004153,epithelial system WBbt:0005730,1.0
WBGene00012185,epithelial system WBbt:0005730,1.0
WBGene00022314,epithelial system WBbt:0005730,1.0
WBGene00009386,epithelial system WBbt:0005730,1.0
WBGene00021012,epithelial system WBbt:0005730,1.0
WBGene00012360,epithelial system WBbt:0005730,1.0
WBGene00001061,epithelial system WBbt:0005730,1.0
WBGene00008231,germ line WBbt:0005784,1.0
WBGene00003497,germ line WBbt:0005784,1.0
WBGene00018094,germ line WBbt:0005784,1.0
WBGene00009365,germ line WBbt:0005784,1.0
WBGene00013442,germ line WBbt:0005784,1.0
WBGene00044319,germ line WBbt:0005784,1.0
WBGene00001571,germ line WBbt:0005784,1.0
WBGene00022278,germ line WBbt:0005784,1.0
WBGene00009661,germ line WBbt:0005784,1.0
WBGene00012385,germ line WBbt:0005784,1.0
WBGene00018721,germ line WBbt:0005784,1.0
WBGene00003830,germ line WBbt:0005784,1.0
WBGene00003154,germ line WBbt:0005784,1.0
WBGene00020480,germ line WBbt:0005784,1.0
WBGene00010565,germ line WBbt:0005784,1.0
WBGene00015591,germ line WBbt:0005784,1.0
WBGene00001597,germ line WBbt:0005784,1.0
WBGene00009245,germ line WBbt:0005784,1.0
WBGene00019646,germ line WBbt:0005784,1.0
WBGene00011408,germ line WBbt:0005784,1.0
WBGene00002004,germ line WBbt:0005784,1.0
WBGene00007645,germ line WBbt:0005784,1.0
WBGene00008385,germ line WBbt:0005784,1.0
WBGene00010351,germ line WBbt:0005784,1.0
WBGene00008968,germ line WBbt:0005784,1.0
WBGene00004510,germ line WBbt:0005784,1.0
WBGene00016792,germ line WBbt:0005784,1.0
WBGene00013857,germ line WBbt:0005784,1.0
WBGene00011489,germ line WBbt:0005784,1.0
WBGene00002985,germ line WBbt:0005784,1.0
WBGene00002027,germ line WBbt:0005784,1.0
WBGene00011985,germ line WBbt:0005784,1.0
WBGene00011994,germ line WBbt:0005784,1.0
WBGene00010913,germ line WBbt:0005784,1.0
WBGene00016960,germ line WBbt:0005784,1.0
WBGene00000250,germ line WBbt:0005784,1.0
WBGene00012769,germ line WBbt:0005784,1.0
WBGene00005019,germ line WBbt:0005784,1.0
WBGene00007643,germ line WBbt:0005784,1.0
WBGene00003421,germ line WBbt:0005784,1.0
WBGene00010748,germ line WBbt:0005784,1.0
WBGene00012182,germ line WBbt:0005784,1.0
WBGene00000411,germ line WBbt:0005784,1.0
WBGene00018806,germ line WBbt:0005784,1.0
WBGene00010314,germ line WBbt:0005784,1.0
WBGene00015329,germ line WBbt:0005784,1.0
WBGene00003619,germ line WBbt:0005784,1.0
WBGene00018420,germ line WBbt:0005784,1.0
WBGene00010232,germ line WBbt:0005784,1.0
WBGene00007167,germ line WBbt:0005784,1.0
WBGene00010810,germ line WBbt:0005784,1.0
WBGene00044329,germ line WBbt:0005784,1.0
WBGene00018833,germ line WBbt:0005784,1.0
WBGene00023451,germ line WBbt:0005784,1.0
WBGene00086551,germ line WBbt:0005784,1.0
WBGene00006861,germ line WBbt:0005784,1.0
WBGene00002034,germ line WBbt:0005784,1.0
WBGene00018948,germ line WBbt:0005784,1.0
WBGene00003414,germ line WBbt:0005784,1.0
WBGene00021649,germ line WBbt:0005784,1.0
WBGene00010839,germ line WBbt:0005784,1.0
WBGene00019400,germ line WBbt:0005784,1.0
WBGene00009944,germ line WBbt:0005784,1.0
WBGene00009554,germ line WBbt:0005784,1.0
WBGene00001514,germ line WBbt:0005784,1.0
WBGene00008641,germ line WBbt:0005784,1.0
WBGene00011746,germ line WBbt:0005784,1.0
WBGene00003802,germ line WBbt:0005784,1.0
WBGene00022060,germ line WBbt:0005784,1.0
WBGene00010885,germ line WBbt:0005784,1.0
WBGene00016074,germ line WBbt:0005784,1.0
WBGene00007621,germ line WBbt:0005784,1.0
WBGene00003987,germ line WBbt:0005784,1.0
WBGene00021132,germ line WBbt:0005784,1.0
WBGene00019636,germ line WBbt:0005784,1.0
WBGene00013214,germ line WBbt:0005784,1.0
WBGene00017316,germ line WBbt:0005784,1.0
WBGene00001413,germ line WBbt:0005784,1.0
WBGene00015698,germ line WBbt:0005784,1.0
WBGene00007603,germ line WBbt:0005784,1.0
WBGene00011415,germ line WBbt:0005784,1.0
WBGene00010084,germ line WBbt:0005784,1.0
WBGene00021512,germ line WBbt:0005784,1.0
WBGene00007744,germ line WBbt:0005784,1.0
WBGene00003037,germ line WBbt:0005784,1.0
WBGene00009594,germ line WBbt:0005784,1.0
WBGene00003228,germ line WBbt:0005784,1.0
WBGene00009286,germ line WBbt:0005784,1.0
WBGene00007391,germ line WBbt:0005784,1.0
WBGene00018845,germ line WBbt:0005784,1.0
WBGene00001372,germ line WBbt:0005784,1.0
WBGene00006618,germ line WBbt:0005784,1.0
WBGene00007761,germ line WBbt:0005784,1.0
WBGene00016947,germ line WBbt:0005784,1.0
WBGene00020999,germ line WBbt:0005784,1.0
WBGene00009124,germ line WBbt:0005784,1.0
WBGene00015189,germ line WBbt:0005784,1.0
WBGene00016564,germ line WBbt:0005784,1.0
WBGene00020094,germ line WBbt:0005784,1.0
WBGene00021056,germ line WBbt:0005784,1.0
WBGene00002136,germ line WBbt:0005784,1.0
WBGene00018016,germ line WBbt:0005784,1.0
WBGene00022831,germ line WBbt:0005784,1.0
WBGene00020910,germ line WBbt:0005784,1.0
WBGene00013202,germ line WBbt:0005784,1.0
WBGene00011352,germ line WBbt:0005784,1.0
WBGene00008218,germ line WBbt:0005784,1.0
WBGene00012209,germ line WBbt:0005784,1.0
WBGene00017583,germ line WBbt:0005784,1.0
WBGene00013461,germ line WBbt:0005784,1.0
WBGene00000227,germ line WBbt:0005784,1.0
WBGene00012164,germ line WBbt:0005784,1.0
WBGene00009897,germ line WBbt:0005784,1.0
WBGene00004049,germ line WBbt:0005784,1.0
WBGene00013578,germ line WBbt:0005784,1.0
WBGene00007332,germ line WBbt:0005784,1.0
WBGene00013679,germ line WBbt:0005784,1.0
WBGene00020827,germ line WBbt:0005784,1.0
WBGene00011329,germ line WBbt:0005784,1.0
WBGene00003793,germ line WBbt:0005784,1.0
WBGene00007171,germ line WBbt:0005784,1.0
WBGene00008143,germ line WBbt:0005784,1.0
WBGene00003499,germ line WBbt:0005784,1.0
WBGene00020896,germ line WBbt:0005784,1.0
WBGene00011501,germ line WBbt:0005784,1.0
WBGene00013432,germ line WBbt:0005784,1.0
WBGene00011312,germ line WBbt:0005784,1.0
WBGene00044462,germ line WBbt:0005784,1.0
WBGene00015899,germ line WBbt:0005784,1.0
WBGene00004298,germ line WBbt:0005784,1.0
WBGene00015073,germ line WBbt:0005784,1.0
WBGene00017548,germ line WBbt:0005784,1.0
WBGene00016971,germ line WBbt:0005784,1.0
WBGene00000846,germ line WBbt:0005784,1.0
WBGene00022466,germ line WBbt:0005784,1.0
WBGene00010770,germ line WBbt:0005784,1.0
WBGene00022620,germ line WBbt:0005784,1.0
WBGene00018319,germ line WBbt:0005784,1.0
WBGene00010228,germ line WBbt:0005784,1.0
WBGene00015307,germ line WBbt:0005784,1.0
WBGene00015978,germ line WBbt:0005784,1.0
WBGene00018483,germ line WBbt:0005784,1.0
WBGene00008682,germ line WBbt:0005784,1.0
WBGene00016811,germ line WBbt:0005784,1.0
WBGene00006387,germ line WBbt:0005784,1.0
WBGene00009173,germ line WBbt:0005784,1.0
WBGene00003373,germ line WBbt:0005784,1.0
WBGene00008503,germ line WBbt:0005784,1.0
WBGene00019118,germ line WBbt:0005784,1.0
WBGene00017758,germ line WBbt:0005784,1.0
WBGene00019354,germ line WBbt:0005784,1.0
WBGene00012319,germ line WBbt:0005784,1.0
WBGene00001499,germ line WBbt:0005784,1.0
WBGene00015468,germ line WBbt:0005784,1.0
WBGene00009270,germ line WBbt:0005784,1.0
WBGene00012678,germ line WBbt:0005784,1.0
WBGene00008201,germ line WBbt:0005784,1.0
WBGene00009385,germ line WBbt:0005784,1.0
WBGene00003159,germ line WBbt:0005784,1.0
WBGene00011434,germ line WBbt:0005784,1.0
WBGene00021359,germ line WBbt:0005784,1.0
WBGene00018316,germ line WBbt:0005784,1.0
WBGene00008753,germ line WBbt:0005784,1.0
WBGene00002992,germ line WBbt:0005784,1.0
WBGene00022874,germ line WBbt:0005784,1.0
WBGene00004984,germ line WBbt:0005784,1.0
WBGene00007500,germ line WBbt:0005784,1.0
WBGene00011915,germ line WBbt:0005784,1.0
WBGene00012897,germ line WBbt:0005784,1.0
WBGene00018897,germ line WBbt:0005784,1.0
WBGene00007433,germ line WBbt:0005784,1.0
WBGene00016741,germ line WBbt:0005784,1.0
WBGene00019357,germ line WBbt:0005784,1.0
WBGene00001860,germ line WBbt:0005784,1.0
WBGene00004339,germ line WBbt:0005784,1.0
WBGene00001865,germ line WBbt:0005784,1.0
WBGene00045418,germ line WBbt:0005784,1.0
WBGene00000772,germ line WBbt:0005784,1.0
WBGene00015095,germ line WBbt:0005784,1.0
WBGene00008707,germ line WBbt:0005784,1.0
WBGene00011376,germ line WBbt:0005784,1.0
WBGene00000271,germ line WBbt:0005784,1.0
WBGene00016681,germ line WBbt:0005784,1.0
WBGene00004296,germ line WBbt:0005784,1.0
WBGene00019540,germ line WBbt:0005784,1.0
WBGene00013966,germ line WBbt:0005784,1.0
WBGene00021465,germ line WBbt:0005784,1.0
WBGene00009626,germ line WBbt:0005784,1.0
WBGene00017968,germ line WBbt:0005784,1.0
WBGene00011747,germ line WBbt:0005784,1.0
WBGene00002043,germ line WBbt:0005784,1.0
WBGene00010051,germ line WBbt:0005784,1.0
WBGene00013419,germ line WBbt:0005784,1.0
WBGene00007013,germ line WBbt:0005784,1.0
WBGene00017474,germ line WBbt:0005784,1.0
WBGene00011036,germ line WBbt:0005784,1.0
WBGene00016652,germ line WBbt:0005784,1.0
WBGene00003868,germ line WBbt:0005784,1.0
WBGene00007649,germ line WBbt:0005784,1.0
WBGene00013688,germ line WBbt:0005784,1.0
WBGene00000417,germ line WBbt:0005784,1.0
WBGene00015143,germ line WBbt:0005784,1.0
WBGene00017620,germ line WBbt:0005784,1.0
WBGene00044067,germ line WBbt:0005784,1.0
WBGene00019726,germ line WBbt:0005784,1.0
WBGene00017573,germ line WBbt:0005784,1.0
WBGene00009287,germ line WBbt:0005784,1.0
WBGene00021922,germ line WBbt:0005784,1.0
WBGene00012543,germ line WBbt:0005784,1.0
WBGene00011664,germ line WBbt:0005784,1.0
WBGene00004163,germ line WBbt:0005784,1.0
WBGene00009006,germ line WBbt:0005784,1.0
WBGene00016154,germ line WBbt:0005784,1.0
WBGene00011350,germ line WBbt:0005784,1.0
WBGene00008645,germ line WBbt:0005784,1.0
WBGene00013881,germ line WBbt:0005784,1.0
WBGene00020219,germ line WBbt:0005784,1.0
WBGene00020189,germ line WBbt:0005784,1.0
WBGene00020439,germ line WBbt:0005784,1.0
WBGene00007580,germ line WBbt:0005784,1.0
WBGene00013405,germ line WBbt:0005784,1.0
WBGene00003785,germ line WBbt:0005784,1.0
WBGene00003183,germ line WBbt:0005784,1.0
WBGene00015312,germ line WBbt:0005784,1.0
WBGene00006379,germ line WBbt:0005784,1.0
WBGene00016955,germ line WBbt:0005784,1.0
WBGene00007464,germ line WBbt:0005784,1.0
WBGene00004132,germ line WBbt:0005784,1.0
WBGene00011560,germ line WBbt:0005784,1.0
WBGene00012236,germ line WBbt:0005784,1.0
WBGene00008202,germ line WBbt:0005784,1.0
WBGene00010502,germ line WBbt:0005784,1.0
WBGene00021658,germ line WBbt:0005784,1.0
WBGene00001029,germ line WBbt:0005784,1.0
WBGene00004704,germ line WBbt:0005784,1.0
WBGene00045192,germ line WBbt:0005784,1.0
WBGene00003150,germ line WBbt:0005784,1.0
WBGene00002073,germ line WBbt:0005784,1.0
WBGene00020096,germ line WBbt:0005784,1.0
WBGene00014250,germ line WBbt:0005784,1.0
WBGene00009372,germ line WBbt:0005784,1.0
WBGene00001051,germ line WBbt:0005784,1.0
WBGene00006440,germ line WBbt:0005784,1.0
WBGene00010227,germ line WBbt:0005784,1.0
WBGene00011835,germ line WBbt:0005784,1.0
WBGene00007892,germ line WBbt:0005784,1.0
WBGene00020461,germ line WBbt:0005784,1.0
WBGene00022420,germ line WBbt:0005784,1.0
WBGene00019153,germ line WBbt:0005784,1.0
WBGene00017397,germ line WBbt:0005784,1.0
WBGene00044689,germ line WBbt:0005784,1.0
WBGene00019124,germ line WBbt:0005784,1.0
WBGene00001563,germ line WBbt:0005784,1.0
WBGene00001175,germ line WBbt:0005784,1.0
WBGene00016803,germ line WBbt:0005784,1.0
WBGene00022310,germ line WBbt:0005784,1.0
WBGene00006944,germ line WBbt:0005784,1.0
WBGene00015134,germ line WBbt:0005784,1.0
WBGene00010363,germ line WBbt:0005784,1.0
WBGene00001998,germ line WBbt:0005784,1.0
WBGene00013137,germ line WBbt:0005784,1.0
WBGene00010093,germ line WBbt:0005784,1.0
WBGene00001832,germ line WBbt:0005784,1.0
WBGene00016291,germ line WBbt:0005784,1.0
WBGene00016353,germ line WBbt:0005784,1.0
WBGene00000875,germ line WBbt:0005784,1.0
WBGene00007333,germ line WBbt:0005784,1.0
WBGene00022172,germ line WBbt:0005784,1.0
WBGene00004888,germ line WBbt:0005784,1.0
WBGene00013669,germ line WBbt:0005784,1.0
WBGene00004050,germ line WBbt:0005784,1.0
WBGene00008035,germ line WBbt:0005784,1.0
WBGene00015578,germ line WBbt:0005784,1.0
WBGene00011636,germ line WBbt:0005784,1.0
WBGene00020945,germ line WBbt:0005784,1.0
WBGene00000935,germ line WBbt:0005784,1.0
WBGene00003668,germ line WBbt:0005784,1.0
WBGene00015150,germ line WBbt:0005784,1.0
WBGene00006700,germ line WBbt:0005784,1.0
WBGene00011409,germ line WBbt:0005784,1.0
WBGene00016816,germ line WBbt:0005784,1.0
WBGene00021750,germ line WBbt:0005784,1.0
WBGene00000703,germ line WBbt:0005784,1.0
WBGene00021732,germ line WBbt:0005784,1.0
WBGene00021467,germ line WBbt:0005784,1.0
WBGene00007168,germ line WBbt:0005784,1.0
WBGene00010234,germ line WBbt:0005784,1.0
WBGene00011908,germ line WBbt:0005784,1.0
WBGene00008440,germ line WBbt:0005784,1.0
WBGene00016799,germ line WBbt:0005784,1.0
WBGene00003185,germ line WBbt:0005784,1.0
WBGene00016409,germ line WBbt:0005784,1.0
