	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	int_term_x_neg_one	neg.log.p.adj	is.sig	int_term_abs	int.direction
30	abu-11	62.5372245246695	4.51841534912867	1.60473739295445	14.3996716744676	0.000746708380029	0.001728064260503	-4.51841534912867	2.76244011170495	TRUE	4.51841534912867	negative
31	C26G2.2	130.015681254841	4.48825488003256	0.416410587532372	115.74499784673	7.35009688286455E-26	5.04518188600728E-24	-4.48825488003256	23.297123172209	TRUE	4.48825488003256	negative
32	T22B7.7	390.329882973995	4.44980675923078	0.699409825038751	38.4431343637788	4.48930838360171E-09	3.31299201734026E-08	-4.44980675923078	7.47977961055005	TRUE	4.44980675923078	negative
33	mltn-7	2.74182990778126	4.44683283826747	1.45259371438258	10.6732556859877	0.004812070437974	0.008961330478231	-4.44683283826747	2.04762750635821	TRUE	4.44683283826747	negative
34	R08F11.7	2.28559079341803	4.43700476480606	1.50370256507287	9.74650151558562	0.007648461535853	0.013499213140911	-4.43700476480606	1.86969154546942	TRUE	4.43700476480606	negative
35	K10D11.4	2.61675960251618	4.32789420784888	1.64796159028909	8.15783976775313	0.01692573754507	0.027332347705113	-4.32789420784888	1.56332306309016	TRUE	4.32789420784888	negative
36	tig-3	23.415463268037	4.25914714551754	0.979999215159566	27.9984640592102	8.32167553814026E-07	3.90484231649456E-06	-4.25914714551754	5.40839649890806	TRUE	4.25914714551754	negative
37	F20A1.2	2.38127388003088	4.18339576066205	1.32652968895445	10.7773374024636	0.004568050729733	0.008560498287362	-4.18339576066205	2.06750095528156	TRUE	4.18339576066205	negative
38	C54D2.1	20.0537872984547	4.15035923397836	1.85569535299785	10.8520092789225	0.004400642880786	0.008274290424488	-4.15035923397836	2.08226923959968	TRUE	4.15035923397836	negative
39	clec-161	109.909887084816	4.13957497167378	0.554160818769453	62.0752896625056	3.31529454097566E-14	5.76301525077393E-13	-4.13957497167378	12.2393502311356	TRUE	4.13957497167378	negative
40	Y67D8C.7	66.215154058394	4.11329187683944	0.790617756648774	31.1908037952519	1.68656472542327E-07	9.17203406796973E-07	-4.11329187683944	6.03753434082568	TRUE	4.11329187683944	negative
